,DateUpdated,AgeGroups,Total cases,Confirmed cases,Total case rate,Total deaths,Confirmed deaths,Probable deaths
3047,11/23/2020,50-59,16385,15413.0,3095.0,203,168.0,35.0
3048,11/23/2020,60-69,11714,11116.0,2707.0,611,518.0,93.0
3049,11/23/2020,70-79,6971,6544.0,2675.0,1065,884.0,181.0
3050,11/23/2020,80+,8891,8072.0,5416.0,2905,2270.0,635.0
3051,11/24/2020,0-9,4099,3855.0,1081.0,1,1.0,0.0
3053,11/24/2020,20-29,18805,17286.0,4035.0,5,4.0,1.0
3054,11/24/2020,30-39,16982,15779.0,3857.0,24,24.0,0.0
3055,11/24/2020,40-49,15078,14148.0,3423.0,68,54.0,14.0
3056,11/24/2020,50-59,16652,15660.0,3145.0,205,170.0,35.0
3057,11/24/2020,60-69,11904,11292.0,2751.0,616,522.0,94.0
3058,11/24/2020,70-79,7053,6616.0,2706.0,1075,892.0,183.0
3059,11/24/2020,80+,8967,8127.0,5462.0,2931,2289.0,642.0
3060,11/26/2020,0-9,4294,4045.0,1133.0,1,1.0,0.0
3062,11/26/2020,20-29,19444,17905.0,4172.0,5,4.0,1.0
3063,11/26/2020,30-39,17556,16315.0,3987.0,24,24.0,0.0
3064,11/26/2020,40-49,15584,14634.0,3538.0,68,54.0,14.0
3065,11/26/2020,50-59,17176,16157.0,3244.0,207,172.0,35.0
3066,11/26/2020,60-69,12219,11598.0,2824.0,619,524.0,95.0
3067,11/26/2020,70-79,7221,6766.0,2771.0,1086,900.0,186.0
3068,11/26/2020,80+,9100,8246.0,5543.0,2950,2301.0,649.0
3069,11/29/2020,0-9,4540,4288.0,1197.0,1,1.0,0.0
3071,11/29/2020,20-29,20195,18678.0,4333.0,5,4.0,1.0
3072,11/29/2020,30-39,18244,17003.0,4143.0,25,24.0,1.0
3073,11/29/2020,40-49,16277,15312.0,3696.0,71,55.0,16.0
3074,11/29/2020,50-59,17886,16860.0,3378.0,213,178.0,35.0
3075,11/29/2020,60-69,12768,12129.0,2951.0,628,529.0,99.0
3076,11/29/2020,70-79,7492,7028.0,2875.0,1096,908.0,188.0
3077,11/29/2020,80+,9397,8542.0,5724.0,2980,2325.0,655.0
3078,11/30/2020,0-9,4625,4373.0,1220.0,1,1.0,0.0
3080,11/30/2020,20-29,20410,18909.0,4379.0,5,4.0,1.0
3081,5/29/2020,60-69,6122,0.0,1415.0,492,0.0,0.0
3082,11/30/2020,30-39,18475,17250.0,4196.0,25,24.0,1.0
3083,11/30/2020,40-49,16462,15508.0,3738.0,71,55.0,16.0
3084,11/30/2020,50-59,18126,17116.0,3424.0,216,182.0,34.0
3085,11/30/2020,60-69,12930,12299.0,2989.0,629,532.0,97.0
3086,11/30/2020,70-79,7599,7133.0,2916.0,1099,910.0,189.0
3087,11/30/2020,80+,9461,8606.0,5763.0,2993,2336.0,657.0
3088,2/18/2021,0-9,14728,14165.0,3885.0,2,2.0,0.0
3090,2/18/2021,20-29,46612,43117.0,10002.0,9,9.0,0.0
3091,2/18/2021,30-39,41904,39095.0,9516.0,36,35.0,1.0
3092,2/18/2021,40-49,38172,35883.0,8667.0,109,89.0,20.0
3093,2/18/2021,50-59,42176,39819.0,7966.0,369,314.0,55.0
3094,2/18/2021,60-69,29124,27703.0,6731.0,943,811.0,132.0
3095,2/18/2021,70-79,15807,14965.0,6065.0,1680,1414.0,266.0
3096,2/18/2021,80+,15542,14215.0,9467.0,4372,3489.0,883.0
3097,2/21/2021,0-9,14905,14340.0,3931.0,2,2.0,0.0
3099,2/21/2021,20-29,46977,43458.0,10080.0,9,9.0,0.0
3100,2/21/2021,30-39,42253,39425.0,9595.0,36,35.0,1.0
3101,2/21/2021,40-49,38496,36192.0,8740.0,111,90.0,21.0
3102,2/21/2021,50-59,42505,40139.0,8028.0,373,318.0,55.0
3103,2/21/2021,60-69,29318,27894.0,6776.0,947,816.0,131.0
3104,5/23/2020,70-79,3961,0.0,1520.0,800,0.0,0.0
3105,2/21/2021,70-79,15902,15065.0,6101.0,1691,1424.0,267.0
3106,2/21/2021,80+,15593,14265.0,9498.0,4390,3505.0,885.0
3107,4/6/2020,30-39,1062,0.0,241.0,1,0.0,0.0
3108,2/22/2021,0-9,14966,14366.0,3947.0,2,2.0,0.0
3110,2/22/2021,20-29,47238,43549.0,10136.0,9,9.0,0.0
3111,2/22/2021,30-39,42468,39503.0,9644.0,36,35.0,1.0
3112,2/22/2021,40-49,38712,36279.0,8789.0,112,91.0,21.0
3113,2/22/2021,50-59,42716,40215.0,8068.0,374,319.0,55.0
3114,2/22/2021,60-69,29456,27961.0,6808.0,949,817.0,132.0
3115,2/22/2021,70-79,15952,15089.0,6120.0,1693,1426.0,267.0
3116,2/22/2021,80+,15621,14286.0,9515.0,4394,3509.0,885.0
3117,2/23/2021,0-9,15035,14424.0,3966.0,2,2.0,0.0
3119,2/23/2021,20-29,47514,43671.0,10195.0,9,9.0,0.0
3120,2/23/2021,30-39,42746,39625.0,9707.0,37,36.0,1.0
3121,2/23/2021,40-49,38936,36384.0,8840.0,112,91.0,21.0
3122,2/23/2021,50-59,42918,40302.0,8106.0,374,319.0,55.0
3123,2/23/2021,60-69,29613,28031.0,6844.0,951,819.0,132.0
3124,2/23/2021,70-79,16008,15130.0,6142.0,1697,1430.0,267.0
3125,2/23/2021,80+,15650,14306.0,9533.0,4410,3521.0,889.0
3126,2/24/2021,0-9,15104,14484.0,3984.0,2,2.0,0.0
3128,2/24/2021,20-29,47723,43836.0,10240.0,9,9.0,0.0
3129,2/24/2021,30-39,42881,39736.0,9738.0,37,36.0,1.0
3130,2/24/2021,40-49,39079,36506.0,8873.0,112,91.0,21.0
3131,2/24/2021,50-59,43058,40429.0,8133.0,378,323.0,55.0
3132,2/24/2021,60-69,29706,28111.0,6866.0,957,824.0,133.0
3133,2/24/2021,70-79,16040,15159.0,6154.0,1699,1432.0,267.0
3134,2/24/2021,80+,15661,14313.0,9540.0,4417,3528.0,889.0
3135,2/25/2021,0-9,15162,14541.0,3999.0,2,2.0,0.0
3137,2/25/2021,20-29,47879,43955.0,10274.0,9,9.0,0.0
3138,2/25/2021,30-39,42995,39819.0,9764.0,38,37.0,1.0
3139,2/25/2021,40-49,39207,36605.0,8902.0,114,93.0,21.0
3140,2/25/2021,50-59,43175,40532.0,8155.0,380,324.0,56.0
3141,2/25/2021,60-69,29775,28165.0,6882.0,956,823.0,133.0
3142,2/25/2021,70-79,16085,15200.0,6171.0,1701,1434.0,267.0
3143,2/25/2021,80+,15677,14325.0,9550.0,4419,3529.0,890.0
3144,2/28/2021,0-9,15369,14735.0,4054.0,1,1.0,0.0
3146,2/28/2021,20-29,48371,44383.0,10379.0,9,9.0,0.0
3147,2/28/2021,30-39,43360,40131.0,9847.0,38,37.0,1.0
3148,5/29/2020,70-79,4076,0.0,1564.0,837,0.0,0.0
3149,12/1/2020,0-9,4765,4509.0,1257.0,1,1.0,0.0
3151,12/1/2020,20-29,20900,19334.0,4485.0,5,4.0,1.0
3152,12/1/2020,30-39,18868,17617.0,4285.0,25,24.0,1.0
3153,12/1/2020,40-49,16855,15878.0,3827.0,72,56.0,16.0
3154,12/1/2020,50-59,18499,17470.0,3494.0,219,185.0,34.0
3155,12/1/2020,60-69,13233,12597.0,3059.0,632,534.0,98.0
3156,12/1/2020,70-79,7745,7275.0,2972.0,1108,919.0,189.0
3157,12/1/2020,80+,9561,8689.0,5824.0,3028,2364.0,664.0
3158,12/2/2020,0-9,5065,4804.0,1336.0,1,1.0,0.0
3160,12/2/2020,20-29,21720,20141.0,4661.0,5,4.0,1.0
3161,12/2/2020,30-39,19590,18339.0,4449.0,25,24.0,1.0
3162,12/2/2020,40-49,17582,16617.0,3992.0,72,56.0,16.0
3163,12/2/2020,50-59,19215,18177.0,3629.0,220,185.0,35.0
3164,12/2/2020,60-69,13732,13092.0,3174.0,635,538.0,97.0
3165,12/2/2020,70-79,7996,7525.0,3068.0,1107,922.0,185.0
3166,12/2/2020,80+,9706,8826.0,5912.0,3045,2381.0,664.0
3167,12/3/2020,0-9,5141,4877.0,1356.0,2,2.0,0.0
3169,12/3/2020,20-29,21970,20366.0,4714.0,6,5.0,1.0
3170,12/3/2020,30-39,19797,18517.0,4496.0,25,24.0,1.0
3171,12/3/2020,40-49,17787,16802.0,4038.0,73,57.0,16.0
3172,12/3/2020,50-59,19467,18412.0,3677.0,220,185.0,35.0
3173,12/3/2020,60-69,13890,13241.0,3210.0,638,540.0,98.0
3174,12/3/2020,70-79,8099,7618.0,3107.0,1119,934.0,185.0
3175,12/3/2020,80+,9826,8939.0,5985.0,3062,2395.0,667.0
3176,12/6/2020,0-9,5605,5337.0,1478.0,1,1.0,0.0
3178,12/6/2020,20-29,23412,21739.0,5024.0,6,5.0,1.0
3179,12/6/2020,30-39,21026,19680.0,4775.0,25,24.0,1.0
3180,12/6/2020,40-49,18982,17954.0,4310.0,74,58.0,16.0
3181,12/6/2020,50-59,20736,19632.0,3917.0,226,190.0,36.0
3182,12/6/2020,60-69,14739,14068.0,3407.0,646,547.0,99.0
3183,12/6/2020,70-79,8507,8007.0,3264.0,1135,949.0,186.0
3184,12/6/2020,80+,10152,9261.0,6184.0,3110,2437.0,673.0
3185,12/7/2020,0-9,5822,5540.0,1536.0,1,1.0,0.0
3187,12/7/2020,20-29,23780,22060.0,5103.0,6,5.0,1.0
3188,12/7/2020,30-39,21340,19961.0,4846.0,25,24.0,1.0
3189,12/7/2020,40-49,19288,18234.0,4379.0,74,58.0,16.0
3190,12/7/2020,50-59,21107,19973.0,3987.0,228,191.0,37.0
3191,12/7/2020,60-69,14979,14299.0,3462.0,650,551.0,99.0
3192,12/7/2020,70-79,8633,8129.0,3312.0,1140,954.0,186.0
3193,12/7/2020,80+,10239,9341.0,6237.0,3117,2443.0,674.0
3194,12/8/2020,0-9,5971,5689.0,1575.0,1,1.0,0.0
3196,12/8/2020,20-29,24170,22456.0,5186.0,6,5.0,1.0
3197,12/8/2020,30-39,21687,20302.0,4925.0,26,25.0,1.0
3198,12/8/2020,40-49,19652,18594.0,4462.0,76,60.0,16.0
3199,12/8/2020,50-59,21447,20309.0,4051.0,229,192.0,37.0
3200,12/8/2020,60-69,15226,14543.0,3519.0,658,557.0,101.0
3201,12/8/2020,70-79,8747,8236.0,3356.0,1149,963.0,186.0
3202,12/8/2020,80+,10319,9408.0,6286.0,3139,2460.0,679.0
3203,12/9/2020,0-9,6110,5819.0,1612.0,1,1.0,0.0
3205,12/9/2020,20-29,24576,22863.0,5273.0,6,5.0,1.0
3206,12/9/2020,30-39,22082,20702.0,5015.0,26,25.0,1.0
3207,12/9/2020,40-49,20011,18950.0,4543.0,77,61.0,16.0
3208,12/9/2020,50-59,21833,20692.0,4124.0,229,192.0,37.0
3209,12/9/2020,60-69,15472,14783.0,3576.0,658,557.0,101.0
3210,12/9/2020,70-79,8896,8380.0,3413.0,1157,971.0,186.0
3211,12/9/2020,80+,10411,9495.0,6342.0,3172,2490.0,682.0
3212,12/10/2020,0-9,6321,6021.0,1667.0,1,1.0,0.0
3214,4/11/2020,20-29,1266,0.0,272.0,1,0.0,0.0
3215,12/10/2020,20-29,25162,23386.0,5399.0,6,5.0,1.0
3216,12/10/2020,30-39,22647,21216.0,5143.0,26,25.0,1.0
3217,12/10/2020,40-49,20581,19476.0,4673.0,77,61.0,16.0
3218,12/10/2020,50-59,22434,21255.0,4237.0,230,193.0,37.0
3219,12/10/2020,60-69,15926,15221.0,3681.0,665,564.0,101.0
3220,12/10/2020,70-79,9140,8604.0,3507.0,1168,975.0,193.0
3221,12/10/2020,80+,10560,9643.0,6433.0,3189,2507.0,682.0
3222,2/28/2021,40-49,39608,36953.0,8993.0,115,94.0,21.0
3223,2/28/2021,50-59,43571,40896.0,8230.0,382,326.0,56.0
3224,2/28/2021,60-69,30020,28395.0,6939.0,961,828.0,133.0
3225,2/28/2021,70-79,16163,15271.0,6201.0,1706,1438.0,268.0
3226,2/28/2021,80+,15715,14362.0,9573.0,4436,3544.0,892.0
3228,3/29/2021,20-29,53407,48439.0,11476.0,9,9.0,0.0
3229,3/29/2021,30-39,47771,43813.0,10797.0,39,38.0,1.0
3230,3/29/2021,40-49,43418,40205.0,10032.0,124,101.0,23.0
3231,3/29/2021,50-59,47449,44243.0,9136.0,407,345.0,62.0
3232,3/29/2021,60-69,32221,30328.0,7313.0,1006,868.0,138.0
3233,3/29/2021,70-79,16823,15865.0,6230.0,1769,1494.0,275.0
3234,3/29/2021,80+,16092,14684.0,9744.0,4525,3622.0,903.0
3235,4/7/2021,0-9,18445,17434.0,4900.0,2,1.0,1.0
3237,4/7/2021,20-29,55317,50008.0,11886.0,9,9.0,0.0
3238,4/7/2021,30-39,49368,45098.0,11158.0,40,38.0,2.0
3239,4/7/2021,40-49,44849,41391.0,10363.0,126,103.0,23.0
3240,4/7/2021,50-59,48687,45280.0,9374.0,414,351.0,63.0
3241,4/7/2021,60-69,32827,30844.0,7451.0,1016,874.0,142.0
3242,4/7/2021,70-79,17004,16028.0,6297.0,1775,1501.0,274.0
3243,4/7/2021,80+,16187,14766.0,9802.0,4554,3645.0,909.0
3244,4/8/2021,0-9,18585,17575.0,4937.0,2,1.0,1.0
3246,4/8/2021,20-29,55666,50317.0,11961.0,9,9.0,0.0
3247,4/8/2021,30-39,49661,45362.0,11225.0,40,38.0,2.0
3248,4/8/2021,40-49,45082,41611.0,10417.0,127,104.0,23.0
3249,4/8/2021,50-59,48941,45503.0,9423.0,414,351.0,63.0
3250,4/8/2021,60-69,32926,30939.0,7473.0,1019,876.0,143.0
3251,4/8/2021,70-79,17037,16057.0,6310.0,1776,1502.0,274.0
3252,4/8/2021,80+,16205,14783.0,9813.0,4553,3645.0,908.0
3253,4/11/2021,0-9,18891,17868.0,5018.0,2,1.0,1.0
3255,4/11/2021,20-29,56230,50826.0,12082.0,9,9.0,0.0
3256,4/11/2021,30-39,50168,45832.0,11339.0,40,38.0,2.0
3257,4/11/2021,40-49,45542,42031.0,10523.0,127,104.0,23.0
3258,4/11/2021,50-59,49338,45870.0,9499.0,414,351.0,63.0
3259,4/11/2021,60-69,33112,31110.0,7516.0,1026,883.0,143.0
3260,4/11/2021,70-79,17098,16116.0,6332.0,1779,1504.0,275.0
3261,4/11/2021,80+,16246,14822.0,9838.0,4556,3648.0,908.0
3262,4/12/2021,0-9,18958,17922.0,5036.0,1,1.0,0.0
3264,4/12/2021,20-29,56491,51052.0,12138.0,8,8.0,0.0
3265,4/12/2021,30-39,50381,46028.0,11387.0,39,37.0,2.0
3266,4/12/2021,40-49,45699,42159.0,10559.0,127,104.0,23.0
3267,4/12/2021,50-59,49506,46021.0,9532.0,414,352.0,62.0
3268,4/12/2021,60-69,33194,31175.0,7534.0,1034,888.0,146.0
3269,4/12/2021,70-79,17106,16123.0,6335.0,1784,1509.0,275.0
3270,4/12/2021,80+,16258,14831.0,9845.0,4563,3655.0,908.0
3271,4/13/2021,0-9,19091,18039.0,5071.0,1,1.0,0.0
3273,4/13/2021,20-29,56791,51309.0,12203.0,8,8.0,0.0
3274,4/13/2021,30-39,50635,46239.0,11445.0,39,37.0,2.0
3275,4/13/2021,40-49,45905,42340.0,10607.0,129,106.0,23.0
3276,4/13/2021,50-59,49709,46194.0,9571.0,414,353.0,61.0
3277,4/13/2021,60-69,33273,31246.0,7552.0,1036,890.0,146.0
3278,4/13/2021,70-79,17142,16156.0,6348.0,1786,1511.0,275.0
3279,4/11/2020,30-39,1701,0.0,386.0,6,0.0,0.0
3280,12/13/2020,0-9,6756,6451.0,1782.0,1,1.0,0.0
3282,12/13/2020,20-29,26409,24587.0,5667.0,6,5.0,1.0
3283,12/13/2020,30-39,23763,22300.0,5396.0,26,25.0,1.0
3284,12/13/2020,40-49,21618,20490.0,4908.0,78,62.0,16.0
3285,12/13/2020,50-59,23564,22343.0,4451.0,231,194.0,37.0
3286,12/13/2020,60-69,16698,15961.0,3859.0,679,574.0,105.0
3287,12/13/2020,70-79,9571,9031.0,3672.0,1187,990.0,197.0
3288,12/13/2020,80+,10869,9932.0,6621.0,3235,2545.0,690.0
3289,12/14/2020,0-9,6832,6518.0,1802.0,1,1.0,0.0
3291,12/14/2020,20-29,26631,24774.0,5714.0,6,5.0,1.0
3292,12/14/2020,30-39,24000,22505.0,5450.0,26,25.0,1.0
3293,12/14/2020,40-49,21815,20673.0,4953.0,78,62.0,16.0
3294,12/14/2020,50-59,23813,22567.0,4498.0,232,195.0,37.0
3295,12/14/2020,60-69,16872,16127.0,3900.0,688,581.0,107.0
3296,12/14/2020,70-79,9674,9132.0,3712.0,1190,993.0,197.0
3297,12/14/2020,80+,10948,10000.0,6669.0,3244,2551.0,693.0
3298,12/15/2020,0-9,6971,6656.0,1839.0,1,1.0,0.0
3300,12/15/2020,20-29,27022,25162.0,5798.0,6,5.0,1.0
3301,12/15/2020,30-39,24369,22867.0,5534.0,26,25.0,1.0
3302,12/15/2020,40-49,22193,21044.0,5039.0,79,63.0,16.0
3303,12/15/2020,50-59,24189,22936.0,4569.0,234,197.0,37.0
3304,12/15/2020,60-69,17120,16362.0,3957.0,695,588.0,107.0
3305,12/15/2020,70-79,9789,9244.0,3756.0,1198,1001.0,197.0
3306,12/15/2020,80+,11035,10081.0,6722.0,3265,2568.0,697.0
3307,12/16/2020,0-9,7105,6785.0,1874.0,1,1.0,0.0
3309,12/16/2020,20-29,27451,25537.0,5890.0,6,5.0,1.0
3310,12/16/2020,30-39,24754,23232.0,5622.0,26,25.0,1.0
3311,12/16/2020,40-49,22505,21334.0,5110.0,79,63.0,16.0
3312,12/16/2020,50-59,24523,23257.0,4632.0,238,201.0,37.0
3313,12/16/2020,60-69,17388,16618.0,4019.0,700,591.0,109.0
3314,12/16/2020,70-79,9925,9372.0,3808.0,1210,1013.0,197.0
3315,12/16/2020,80+,11111,10151.0,6768.0,3290,2589.0,701.0
3316,12/17/2020,0-9,7292,6973.0,1923.0,1,1.0,0.0
3318,12/17/2020,20-29,27872,25958.0,5981.0,5,5.0,0.0
3319,12/17/2020,30-39,25172,23648.0,5716.0,26,25.0,1.0
3320,12/17/2020,40-49,22857,21685.0,5190.0,79,63.0,16.0
3321,12/17/2020,50-59,24986,23717.0,4719.0,239,202.0,37.0
3322,12/17/2020,60-69,17664,16889.0,4083.0,703,594.0,109.0
3323,12/17/2020,70-79,10089,9529.0,3871.0,1218,1018.0,200.0
3324,12/17/2020,80+,11231,10264.0,6841.0,3308,2605.0,703.0
3325,12/20/2020,0-9,7572,7246.0,1997.0,1,1.0,0.0
3327,12/20/2020,20-29,28652,26678.0,6148.0,6,6.0,0.0
3328,12/20/2020,30-39,25930,24352.0,5889.0,26,25.0,1.0
3329,12/20/2020,40-49,23486,22280.0,5332.0,81,64.0,17.0
3330,12/20/2020,50-59,25701,24389.0,4854.0,248,208.0,40.0
3331,12/20/2020,60-69,18112,17320.0,4186.0,714,604.0,110.0
3332,12/20/2020,70-79,10356,9777.0,3973.0,1238,1034.0,204.0
3333,12/20/2020,80+,11457,10461.0,6979.0,3360,2647.0,713.0
3334,12/21/2020,0-9,7701,7371.0,2031.0,1,1.0,0.0
3336,12/21/2020,20-29,28888,26881.0,6199.0,6,6.0,0.0
3337,12/21/2020,30-39,26148,24543.0,5938.0,26,25.0,1.0
3338,12/21/2020,40-49,23678,22454.0,5376.0,81,64.0,17.0
3339,12/21/2020,50-59,25978,24644.0,4907.0,250,211.0,39.0
3340,12/21/2020,60-69,18318,17511.0,4234.0,718,608.0,110.0
3341,12/21/2020,70-79,10452,9863.0,4010.0,1249,1042.0,207.0
3342,12/21/2020,80+,11524,10528.0,7020.0,3371,2655.0,716.0
3343,12/22/2020,0-9,7802,7466.0,2058.0,1,1.0,0.0
3345,4/11/2020,40-49,1887,0.0,428.0,13,0.0,0.0
3346,12/22/2020,20-29,29211,27170.0,6268.0,7,7.0,0.0
3347,12/22/2020,30-39,26419,24776.0,6000.0,26,25.0,1.0
3348,12/22/2020,40-49,23920,22663.0,5431.0,82,65.0,17.0
3349,12/22/2020,50-59,26255,24898.0,4959.0,250,211.0,39.0
3350,12/22/2020,60-69,18496,17677.0,4275.0,721,611.0,110.0
3351,12/22/2020,70-79,10572,9974.0,4056.0,1260,1051.0,209.0
3352,12/22/2020,80+,11587,10583.0,7058.0,3387,2669.0,718.0
3353,3/1/2021,0-9,15397,14757.0,4061.0,1,1.0,0.0
3355,3/1/2021,20-29,48452,44449.0,10397.0,9,9.0,0.0
3356,3/1/2021,30-39,43449,40208.0,9867.0,38,37.0,1.0
3357,3/1/2021,40-49,39683,37013.0,9010.0,115,94.0,21.0
3358,3/1/2021,50-59,43652,40968.0,8245.0,384,328.0,56.0
3359,3/1/2021,60-69,30071,28443.0,6950.0,962,829.0,133.0
3360,3/1/2021,70-79,16177,15284.0,6207.0,1707,1439.0,268.0
3361,3/1/2021,80+,15726,14373.0,9579.0,4439,3547.0,892.0
3362,3/2/2021,0-9,15428,14777.0,4069.0,1,1.0,0.0
3364,3/2/2021,20-29,48555,44514.0,10419.0,9,9.0,0.0
3365,3/2/2021,30-39,43529,40261.0,9885.0,38,37.0,1.0
3366,3/2/2021,40-49,39752,37050.0,9026.0,116,95.0,21.0
3367,3/2/2021,50-59,43725,41020.0,8259.0,385,329.0,56.0
3368,3/2/2021,60-69,30108,28470.0,6959.0,967,834.0,133.0
3369,3/2/2021,70-79,16195,15297.0,6214.0,1712,1444.0,268.0
3370,3/2/2021,80+,15741,14384.0,9589.0,4447,3554.0,893.0
3371,4/6/2020,40-49,1189,0.0,270.0,7,0.0,0.0
3372,3/3/2021,0-9,15507,14857.0,4090.0,1,1.0,0.0
3374,3/3/2021,20-29,48723,44660.0,10455.0,9,9.0,0.0
3375,3/3/2021,30-39,43660,40373.0,9915.0,38,37.0,1.0
3376,3/3/2021,40-49,39876,37168.0,9054.0,116,95.0,21.0
3377,3/3/2021,50-59,43862,41140.0,8285.0,386,330.0,56.0
3378,3/3/2021,60-69,30185,28541.0,6977.0,967,834.0,133.0
3379,3/3/2021,70-79,16210,15314.0,6219.0,1716,1448.0,268.0
3380,3/3/2021,80+,15758,14399.0,9599.0,4457,3563.0,894.0
3381,3/4/2021,0-9,15581,14921.0,4110.0,1,1.0,0.0
3383,3/4/2021,20-29,48866,44787.0,10485.0,9,9.0,0.0
3384,3/4/2021,30-39,43781,40475.0,9942.0,38,37.0,1.0
3385,3/4/2021,40-49,39973,37245.0,9076.0,117,95.0,22.0
3386,3/4/2021,50-59,43997,41256.0,8310.0,387,331.0,56.0
3387,3/4/2021,60-69,30268,28618.0,6996.0,970,837.0,133.0
3388,3/4/2021,70-79,16241,15338.0,6231.0,1719,1449.0,270.0
3389,3/4/2021,80+,15771,14411.0,9607.0,4460,3565.0,895.0
3390,3/7/2021,0-9,15753,15085.0,4155.0,1,1.0,0.0
3392,3/7/2021,20-29,49232,45112.0,10564.0,9,9.0,0.0
3393,3/7/2021,30-39,44111,40784.0,10017.0,38,37.0,1.0
3394,3/7/2021,40-49,40260,37518.0,9141.0,118,96.0,22.0
3395,3/7/2021,50-59,44272,41510.0,8362.0,391,335.0,56.0
3396,3/7/2021,60-69,30470,28813.0,7043.0,974,841.0,133.0
3397,3/7/2021,70-79,16314,15408.0,6259.0,1723,1452.0,271.0
3398,3/7/2021,80+,15811,14452.0,9631.0,4467,3572.0,895.0
3399,3/8/2021,0-9,15821,15138.0,4173.0,1,1.0,0.0
3401,3/8/2021,20-29,49379,45223.0,10595.0,9,9.0,0.0
3402,3/8/2021,30-39,44219,40866.0,10042.0,38,37.0,1.0
3403,3/8/2021,40-49,40378,37605.0,9168.0,118,96.0,22.0
3404,5/13/2020,40-49,5095,0.0,1157.0,45,0.0,0.0
3405,3/8/2021,50-59,44388,41604.0,8384.0,391,335.0,56.0
3406,3/8/2021,60-69,30548,28875.0,7061.0,974,841.0,133.0
3407,3/8/2021,70-79,16334,15428.0,6267.0,1730,1459.0,271.0
3408,3/8/2021,80+,15816,14456.0,9634.0,4474,3578.0,896.0
3409,3/9/2021,0-9,15859,15162.0,4183.0,1,1.0,0.0
3411,3/9/2021,20-29,49478,45277.0,10617.0,9,9.0,0.0
3412,4/11/2020,50-59,2273,0.0,429.0,21,0.0,0.0
3413,12/23/2020,0-9,7910,7572.0,2086.0,1,1.0,0.0
3415,12/23/2020,20-29,29549,27482.0,6340.0,7,7.0,0.0
3416,12/23/2020,30-39,26718,25056.0,6068.0,26,25.0,1.0
3417,12/23/2020,40-49,24208,22944.0,5496.0,84,67.0,17.0
3418,12/23/2020,50-59,26581,25206.0,5021.0,251,212.0,39.0
3419,12/23/2020,60-69,18735,17899.0,4330.0,726,614.0,112.0
3420,12/23/2020,70-79,10710,10107.0,4109.0,1273,1063.0,210.0
3421,12/23/2020,80+,11699,10679.0,7126.0,3422,2696.0,726.0
3422,12/27/2020,0-9,8380,8037.0,2210.0,1,1.0,0.0
3424,12/27/2020,20-29,30957,28837.0,6643.0,7,7.0,0.0
3425,12/27/2020,30-39,27982,26280.0,6355.0,26,25.0,1.0
3426,12/27/2020,40-49,25453,24153.0,5779.0,86,69.0,17.0
3427,12/27/2020,50-59,28003,26602.0,5289.0,263,221.0,42.0
3428,12/27/2020,60-69,19645,18769.0,4541.0,745,630.0,115.0
3429,12/27/2020,70-79,11149,10531.0,4278.0,1295,1080.0,215.0
3430,12/27/2020,80+,12097,11044.0,7369.0,3480,2739.0,741.0
3431,12/28/2020,0-9,8422,8072.0,2221.0,1,1.0,0.0
3433,12/28/2020,20-29,31069,28939.0,6667.0,7,7.0,0.0
3434,12/28/2020,30-39,28094,26385.0,6380.0,26,25.0,1.0
3435,12/28/2020,40-49,25564,24251.0,5804.0,86,69.0,17.0
3436,12/28/2020,50-59,28146,26730.0,5316.0,267,224.0,43.0
3437,4/5/2020,60-69,896,0.0,207.0,27,0.0,0.0
3438,12/28/2020,60-69,19733,18844.0,4561.0,750,635.0,115.0
3439,12/28/2020,70-79,11203,10584.0,4298.0,1298,1083.0,215.0
3440,12/28/2020,80+,12135,11077.0,7392.0,3488,2747.0,741.0
3441,12/29/2020,0-9,8509,8154.0,2244.0,1,1.0,0.0
3443,12/29/2020,20-29,31342,29200.0,6725.0,7,7.0,0.0
3444,12/29/2020,30-39,28391,26663.0,6447.0,27,26.0,1.0
3445,12/29/2020,40-49,25760,24431.0,5849.0,86,69.0,17.0
3446,12/29/2020,50-59,28408,26969.0,5366.0,265,222.0,43.0
3447,12/29/2020,60-69,19965,19068.0,4614.0,758,642.0,116.0
3448,12/29/2020,70-79,11307,10680.0,4338.0,1309,1093.0,216.0
3449,12/29/2020,80+,12234,11160.0,7452.0,3510,2767.0,743.0
3450,12/30/2020,0-9,8613,8253.0,2272.0,1,1.0,0.0
3452,12/30/2020,20-29,31692,29503.0,6800.0,7,7.0,0.0
3453,12/30/2020,30-39,28718,26947.0,6522.0,28,27.0,1.0
3454,12/30/2020,40-49,26039,24668.0,5912.0,86,69.0,17.0
3455,12/30/2020,50-59,28773,27279.0,5435.0,266,223.0,43.0
3456,12/30/2020,60-69,20192,19262.0,4667.0,761,644.0,117.0
3457,12/30/2020,70-79,11408,10770.0,4377.0,1312,1096.0,216.0
3458,12/30/2020,80+,12302,11217.0,7494.0,3533,2786.0,747.0
3459,1/1/2021,0-9,8839,8476.0,2331.0,1,1.0,0.0
3461,1/1/2021,20-29,32405,30190.0,6953.0,7,7.0,0.0
3462,1/1/2021,30-39,29434,27646.0,6684.0,28,27.0,1.0
3463,1/1/2021,40-49,26643,25263.0,6049.0,86,69.0,17.0
3464,1/1/2021,50-59,29486,27973.0,5569.0,272,228.0,44.0
3465,1/1/2021,60-69,20690,19739.0,4782.0,768,650.0,118.0
